도서관명,시도명,시군구명,도서관유형,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),소재지도로명주소,부지면적,건물면적
죽전동작은도서관,대구광역시,달서구,작은도서관,12,9163,0,0,대구광역시 달서구 죽전1길 176,,43.8
이곡2동도서실,대구광역시,달서구,작은도서관,30,30314,4,0,대구광역시 달서구 계대동문로 77 (이곡동),,190.21
용산1동작은도서관,대구광역시,달서구,작은도서관,12,23924,4,0,대구광역시 달서구 용산로 212-7 (용산동 934-6),,96.73
장기동작은도서관,대구광역시,달서구,작은도서관,10,19403,4,0,대구광역시 달서구 장기로 277 (장기동 817-2),,71.7
물푸레작은도서관(물푸레수푸레 작은도서관),서울특별시,은평구,작은도서관,35,5000,0,0,서울특별시 은평구 은평구 진관4로 48-51 상림마을 742동 1층,,
신사어린이도서관,서울특별시,은평구,작은도서관,40,9206,0,0,서울특별시 은평구 은평로 38 (신사종합사회복지관 5층),,
어린이도서관 동네북,서울특별시,은평구,작은도서관,50,11899,0,0,서울특별시 은평구 진흥로 174 양광비젼센터2층,,
샛별작은도서관,전라남도,목포시,작은도서관,24,3388,0,0,전라남도 목포시 연산백련로 1번길 79,,83
푸른숲작은도서관,전라남도,목포시,작은도서관,30,3123,0,0,전라남도 목포시 동부로31번길 20,,63
호돌이작은도서관,전라남도,목포시,작은도서관,20,2560,0,0,전라남도 목포시 영산로10번길 27,,70
늘푸른작은도서관,전라남도,목포시,작은도서관,12,2455,0,0,전라남도 목포시 삼학로 363,,57
충청남도보령교육지원청보령도서관,충청남도,보령시,공공도서관,48,105467,25,3128,충청남도 보령시 보령남로27,2341,1663
충청남도홍성교육지원청홍성도서관,충청남도,홍성군,공공도서관,584,96617,44,899,충청남도 홍성군 홍성읍 충절로 1050,4173,2596
중앙도서관,경기도,시흥시,공공도서관,638,280562,32,3428,경기도 시흥시 정왕대로 191,5013,3904
군자도서관,경기도,시흥시,공공도서관,170,78476,18,1325,경기도 시흥시 군자로 499,1305,1499
정왕어린이도서관,경기도,시흥시,공공도서관,85,69722,13,1209,경기도 시흥시 정왕시장길 45,1030,997
배곧도서관,경기도,시흥시,공공도서관,666,69389,30,43,경기도 시흥시 배곧4로 102,5580,3896
월곶도서관,경기도,시흥시,공공도서관,285,43032,21,245,경기도 시흥시 월곶해안로 161번길 7,2333,704
학산작은도서관,대구광역시,달서구,작은도서관,22,10178,9,65,"대구광역시 달서구 학산로 140(본동, 달서구노인회 지회)",,209
문화사랑도서관,대구광역시,달서구,작은도서관,36,11841,0,30,"대구광역시 달서구 월성로 77 (월성동, 학산종합사회복지관)",,229.3
본동작은도서관,대구광역시,달서구,작은도서관,16,4693,1,0,"대구광역시 달서구 송현로 113 (송현2동, 본동종합사회복지관)",,117
유천포스코반올림작은도서관,대구광역시,달서구,작은도서관,36,10878,0,0,"대구광역시 달서구 달서대로 67 (유천동, 유천포스코더샵)",,56.58
하늘채1단지도서관,대구광역시,달서구,작은도서관,56,22524,0,607,"대구광역시 달서구 조암남로16길 19 (월성동, 코오롱하늘채)",,121.97
대곡역파크드림도서관,대구광역시,달서구,작은도서관,50,15455,5,102,"대구광역시 달서구 달서대로 41 (유천동, 대곡역화성파크드림)",,154
성당하늘채도서관,대구광역시,달서구,작은도서관,36,12897,0,128,"대구광역시 달서구 장기로 160 (감삼동, 성당코오롱하늘채)",,116.7
화성파크리젠시글길도서관,대구광역시,달서구,작은도서관,18,6932,6,80,"대구광역시 달서구 월배로11길 9-15 (유천동, 진천역화성파크리젠시)",,58.6
성당포스코the도서관,대구광역시,달서구,작은도서관,21,12080,0,87,"대구광역시 달서구 장기로 115 (성당동, 성당포스코더샵)",,121
상인역e.편한세상마을문고,대구광역시,달서구,작은도서관,25,4884,0,0,"대구광역시 달서구 월서로3길 15 (상인동, 상인역e-편한세상 2단지)",,46
월성푸르지오책마루도서관,대구광역시,달서구,작은도서관,60,18215,6,0,"대구광역시 달서구 조암로6길 20 (월성동, 월성푸르지오)",,191
월성월드메르디앙도서관,대구광역시,달서구,작은도서관,50,11253,5,0,"대구광역시 달서구 조암로6길 19 (월성동, 월드메르디앙)",,121.65
월배힐스테이트반딧불도서관,대구광역시,달서구,작은도서관,40,17105,3,0,"대구광역시 달서구 조암남로 132 (대천동, 월배힐스테이트)",,173.63
삼성명가타운작은도서관,대구광역시,달서구,작은도서관,80,12008,0,50,"대구광역시 달서구 호산로 125 (파호동, 삼성명가타운)",,135
월성도서관,대구광역시,달서구,작은도서관,20,2263,0,0,대구광역시 달서구 조암남로6길 30 (월성동1225-1),,200.9
하늘향기충성가족도서관,대구광역시,달서구,작은도서관,55,8085,24,0,대구광역시 달서구 월배로 12(진천동 789-3),,151.5
캐슬도서관,대구광역시,달서구,작은도서관,16,5321,0,0,대구광역시 달서구 상화로58길 86(도원동 677-1),,109.55
담작은도서관,강원특별자치도,춘천시,공공도서관,70,28657,22,779,강원특별자치도 춘천시 효자문길7번길 10,459,501.61
춘천시립청소년도서관,강원특별자치도,춘천시,공공도서관,226,63477,29,0,강원특별자치도 춘천시 옛경춘로 830-24(삼천동),12662,4676
신월음악도서관,서울특별시,양천구,공공도서관,143,51790,28,11162,서울특별시 양천구 오목로5길 34,,840
미감도서관,서울특별시,양천구,공공도서관,60,21050,11,0,서울특별시 양천구 목동중앙남로 57-10,,266
목마교육도서관,서울특별시,양천구,공공도서관,78,40109,20,0,서울특별시 양천구 목동서로 41,,543
개울건강도서관,서울특별시,양천구,공공도서관,54,31467,16,0,서울특별시 양천구 중앙로52길 56,,416
방아다리문학도서관,서울특별시,양천구,공공도서관,70,32342,19,0,서울특별시 양천구 화곡로4길 10,,294
은혜 작은도서관,부산광역시,영도구,작은도서관,50,3000,0,0,부산광역시 영도구 봉래쉼터길 37(봉래동5가),,174.72
절영 작은도서관,부산광역시,영도구,작은도서관,30,1130,0,0,부산광역시 영도구 절영로 209 (영선동4가),,86.48
다문화 작은도서관 모두,부산광역시,영도구,작은도서관,26,6000,0,0,부산광역시 영도구 태종로422번길 21(청학동) 2층,,138
리빙스턴 작은도서관,부산광역시,영도구,작은도서관,18,1255,0,0,부산광역시 영도구 남항로10번길 15(남항동2가),,71.28
영도도서관,부산광역시,영도구,공공도서관,254,184682,55,9397,부산광역시 영도구 함지로79번길6(동삼동),2985.43,2128
영도도서관 남항분관,부산광역시,영도구,공공도서관,50,41261,8,2267,부산광역시 영도구 절영로71(남항동2가),2009.5,1192
스케치북작은도서관,부산광역시,영도구,작은도서관,30,1300,2,0,부산광역시 영도구 일산봉로 21,844,91
아랫서발작은도서관,부산광역시,영도구,작은도서관,30,3000,2,0,부산광역시 영도구 동삼오션로27,,129
산책마을 SH작은도서관,서울특별시,은평구,작은도서관,58,8599,0,0,서울특별시 은평구 연서로46길 7 1110동 B1,,
상림6 작은도서관,서울특별시,은평구,작은도서관,20,8700,0,0,서울특별시 은평구 진관4로 107 621동 1층(1지구),,
나누리작은도서관,서울특별시,은평구,작은도서관,30,2500,0,0,서울특별시 은평구 진관1로 55 마고정11단지아파트 308동 지층,,
두근두근작은도서관(마고정 3단지 도서관),서울특별시,은평구,작은도서관,30,2400,0,0,서울특별시 은평구 진관2로 90 마고정3단지아파트 314동 지층 문고,,
서문어린이도서관-미운영,서울특별시,은평구,작은도서관,50,3444,0,0,서울특별시 은평구 가좌로10길 10,,
서영 작은도서관,서울특별시,은평구,작은도서관,15,3025,0,0,서울특별시 은평구 증산로11길 7-12,,
성산작은도서관(폐관예정),서울특별시,은평구,작은도서관,30,5285,0,0,"서울특별시 은평구 증산서길 90 (증산동,성산교회)",,
수색한숲도서관,서울특별시,은평구,작은도서관,20,4007,0,0,서울특별시 은평구 은평터널로 66 수색한숲타운아파트 제2관리사무소 관리동1층,,
송도제일교회문고,부산광역시,서구,작은도서관,45,5600,0,0,부산광역시 서구 성산길 46 (암남동) 송도제일교회,,150
알로이시오기지 작은도서관,부산광역시,서구,작은도서관,20,5602,0,0,부산광역시 서구 감천로 237 (암남동) 알로이시오기지 1동 3층,,119
통영시립도서관,경상남도,통영시,공공도서관,171,79533,26,5949,경상남도 통영시 무전3길 29,10763,1693
통영시립충무도서관,경상남도,통영시,공공도서관,169,62011,27,0,경상남도 통영시 용남면 기호바깥길 7-87,5155,2001
꿈이랑도서관,경상남도,통영시,공공도서관,80,27289,20,0,경상남도 통영시 산양읍 둔전길 155,2684,1223
통영시립욕지도서관,경상남도,통영시,공공도서관,52,46269,12,230,경상남도 통영시 욕지면 중촌길 203,3022,886
사천시어린이도서관,경상남도,사천시,공공도서관,71,37543,6,6431,경상남도 사천시 사남면 조동길 49-30,15629,904.52
사천시립도서관,경상남도,사천시,공공도서관,226,33991,57,0,경상남도 사천시 정동면 반룡로 27,7654,5270
김천시립도서관,경상북도,김천시,공공도서관,759,246726,107,19549,경상북도 김천시 평화순환길 111,18770,7278
김천시립율곡도서관,경상북도,김천시,공공도서관,1162,93368,107,0,경상북도 김천시 용전1로1길 17,8287,10163
푸름찬작은도서관,경상북도,김천시,작은도서관,23,14747,11,0,경상북도 김천시 아포읍 한지2길 64-9,,142
꿈앤들작은도서관,경상북도,김천시,작은도서관,12,12945,11,0,경상북도 김천시 어모면 어모문화3길 28-7,,90
달봉산작은도서관,경상북도,김천시,작은도서관,28,15945,11,0,경상북도 김천시 시청6길 7,,154
김산고을작은도서관,경상북도,김천시,작은도서관,31,18699,11,0,경상북도 김천시 삼락택지길 132,,192
보랏빛꿈작은도서관,경상북도,김천시,작은도서관,16,15268,11,0,경상북도 김천시 부곡길 162,,92
삼산이수작은도서관,경상북도,김천시,작은도서관,33,16806,11,0,경상북도 김천시 모암사랑길55,,220
자두꽃작은도서관,경상북도,김천시,작은도서관,25,15584,11,0,경상북도 김천시 신양1길 22,,122
큰숲작은도서관,경상북도,김천시,작은도서관,32,14064,11,0,경상북도 김천시 영남대로 2040-20,,174
경상북도교육청외동도서관,경상북도,경주시,공공도서관,300,89798,39,3090,경상북도 경주시 외동읍 입실로 98,2121,938
경상북도교육청고령도서관,경상북도,고령군,공공도서관,328,65257,108,4265,경상북도 고령군 대가야읍 연조1길 10,3519,1756
함월도서관,울산광역시,중구,작은도서관,71,20456,3,320,울산광역시 중구 백양로 34(성안동),,407.39
금계작은도서관,강원특별자치도,횡성군,작은도서관,20,10552,0,0,강원특별자치도 횡성군 공근면 학담길16,,264
매봉작은도서관,강원특별자치도,횡성군,작은도서관,25,6390,10,0,강원특별자치도 횡성군 서원면 서원로 136,,95
치악산작은도서관,강원특별자치도,횡성군,작은도서관,21,9810,3,0,강원특별자치도 횡성군 강림면 강림시장2길8,,95
진교지우개작은도서관,경상남도,하동군,작은도서관,10,2500,0,0,경상남도 하동군 진교면 강변길 13-2,,51.03
하버드작은도서관,경상남도,하동군,작은도서관,8,2200,0,0,경상남도 하동군 하동읍 청년회관길 19,,265
별천지 작은도서관,경상남도,하동군,작은도서관,20,1599,0,0,경상남도 하동군 화개면 쌍계로 28,,243.06
원곡작은도서관,경기도,안성시,작은도서관,35,5732,226,7,경기도 안성시 가천중앙1길 46,,181
화천어린이도서관,강원특별자치도,화천군,공공도서관,40,30206,13,139,강원특별자치도 화천군 화천읍 상승로1길 9,1.169,882.26
사내도서관,강원특별자치도,화천군,공공도서관,49,26524,12,6,강원특별자치도 화천군 사내면 수피령로 75,1676,650.4
도래샘 작은도서관,부산광역시,영도구,작은도서관,20,1100,0,0,부산광역시 영도구 중복길 458(신선동1가),,50.66
꿈나무 작은도서관,부산광역시,영도구,작은도서관,60,1500,0,0,부산광역시 영도구 한사랑길63(영선동1가),,63.63
홀리조이 작은도서관,부산광역시,영도구,작은도서관,8,3000,0,0,부산광역시 영도구 대교로50 (봉래동1가) 2층,,58.21
양산동작은도서관,광주광역시,북구,작은도서관,29,4540,2,0,광주광역시 북구 양산택지로 32(양산동 행정복지센터 3층),,101
에덴작은도서관,광주광역시,북구,작은도서관,30,9300,0,0,광주광역시 북구 양일로 62(연제동),,81.12
연꽃못작은도서관,광주광역시,북구,작은도서관,15,3574,0,0,광주광역시 북구 중문로 55 (우산동 주공3차아파트관리사무소),,54
연제신안작은도서관,광주광역시,북구,작은도서관,24,3000,0,0,광주광역시 북구 양산제로 70-7(연제동),,100
연제큰꿈작은도서관,광주광역시,북구,작은도서관,16,4900,0,0,광주광역시 북구 양산제로 110(연제동),,33.6
예그리나작은도서관,광주광역시,북구,작은도서관,20,2469,0,0,광주광역시 북구 군왕로 123,,37.29
오치1동작은도서관,광주광역시,북구,작은도서관,10,6090,2,0,광주광역시 북구 우치로274번길 48(오치1동 행정복지센터 2층),,138
오치2동작은도서관,광주광역시,북구,작은도서관,16,8447,2,0,광주광역시 북구 서하로183번길 29(오치2동 행정복지센터 1층),,87
동백도서관,경기도,용인시,공공도서관,535,172016,104,4269,경기도 용인시 기흥구 동백3로 80,41326,5560
모현도서관,경기도,용인시,공공도서관,313,131637,85,5681,경기도 용인시 처인구 모현읍 백옥대로 2378,1627,2728
꿈키움작은도서관,경상남도,합천군,작은도서관,10,3200,0,0,경상남도 합천군 초계면 초계중앙로 45-2,,33.27
초계작은도서관,경상남도,합천군,작은도서관,16,3258,0,0,경상남도 합천군 초계면 동부로 1240,435.94,99.84
미가람 작은도서관,경상남도,합천군,작은도서관,15,1200,3,1,경상남도 합천군 합천읍 서산길 69-14,,75
담쟁이 작은도서관,경상남도,합천군,작은도서관,20,1920,8,0,경상남도 합천군 율곡면 제내2길 21-4,,33
꿈나무도서관,서울특별시,구로구,공공도서관,87,69681,14,1952,"서울특별시 구로구 구로동로26길 54, 2층 (구로구시설관리공단)",,638
꿈마을도서관,서울특별시,구로구,공공도서관,113,43167,11,0,서울특별시 구로구 디지털로27다길 65 (2층),,476
구로구립온누리도서관,서울특별시,구로구,공공도서관,68,36791,13,8,"서울특별시 구로구 구로중앙로27나길 9, 4층 (온누리관)",,460
개봉어린이도서관,서울특별시,구로구,공공도서관,77,43370,8,513,서울특별시 구로구 경인로 318-15,,492
하늘도서관,서울특별시,구로구,공공도서관,105,38769,11,354,서울특별시 구로구 구로동로13길 68,,521
개봉도서관,서울특별시,구로구,공공도서관,74,30688,13,0,서울특별시 구로구 개봉로16길 30-11,,275
예가도서관,대구광역시,달서구,작은도서관,66,11941,2,31,대구광역시 달서구 조암남로32길 13(유천동 42),,90.75
두산미소도서관,대구광역시,달서구,작은도서관,12,7145,2,0,대구광역시 달서구 당산로 82 (성당동),,43
새하늘작은도서관,대구광역시,달서구,작은도서관,24,4773,0,3,대구광역시 달서구 도원로서길 7 (도원동),,34.65
책으로꿈꾸는작은도서관,대구광역시,달서구,작은도서관,12,6489,1,0,대구광역시 달서구 용산로 160,,42.3
월성e-편한세상작은도서관,대구광역시,달서구,작은도서관,16,11000,0,0,대구광역시 달서구 조암남로 10(월성동),,53.2
감새미작은도서관,대구광역시,달서구,작은도서관,50,10565,0,500,대구광역시 달서구 당산로21길 17(감삼동),,63
작은빛도서관,대구광역시,달서구,작은도서관,20,4000,3,0,대구광역시 달서구 구마로 176(본동),,60
작은숲도서관,대구광역시,달서구,작은도서관,30,8180,10,0,대구광역시 달서구 선원로 30-10(신당동),,60.8
옷박골작은도서관,대구광역시,달서구,작은도서관,20,3176,2,0,"대구광역시 달서구 용산로 259(용산동, 용산파크타운)",,41.52
e편한세상월배작은도서관,대구광역시,달서구,작은도서관,12,6296,0,0,"대구광역시 달서구 월성로 132(월성동, e편한세상월배)",,56.83
레이크뷰행복작은도서관,대구광역시,달서구,작은도서관,26,10772,2,6,"대구광역시 달서구 상화로58길 35(도원동, 서한이다음레이크)",,70.9
월배아이파크1차아이빛도서관,대구광역시,달서구,작은도서관,60,12989,2,0,"대구광역시 달서구 조암남로 182(유천동, 월배아이파크1차)",,195
꿈꾸는도서관in휴포레,대구광역시,달서구,작은도서관,30,10787,0,0,"대구광역시 달서구 조암로10길 11(월성동, 월성 협성휴포레)",,119
아이솔작은도서관,대구광역시,달서구,작은도서관,64,7837,2,0,"대구광역시 달서구 월배로5길 76(유천동, 월배2차아이파크)",,247
달서다문화가족작은도서관,대구광역시,달서구,작은도서관,10,6992,0,0,"대구광역시 달서구 신당로 56(신당동, 성서종합사회복지관 2층)",,50
숲속도서관,대구광역시,달서구,작은도서관,40,4472,0,0,대구광역시 달서구 한실로6길 123,,47.52
수목원제일풍경채작은도서관,대구광역시,달서구,작은도서관,30,5248,0,0,"대구광역시 달서구 갈밭남로 12 (대곡동, 수목원제일풍경채)",,95.26
천년나무행복작은도서관,대구광역시,달서구,작은도서관,40,4000,0,0,"대구광역시 달서구 갈밭로 33 (대곡동, 대곡LH천년나무1단지)",,162
꿈다락작은도서관,대구광역시,달서구,작은도서관,0,2380,0,0,"대구광역시 달서구 학산로7길 39(월성동, 월성종합사회복지관)",,38.28
풍경그린작은도서관,대구광역시,달서구,작은도서관,10,2700,0,0,"대구광역시 달서구 갈밭남로 64 (대곡동, 수목원풍경그린)",,38.421
소래빛도서관,경기도,시흥시,공공도서관,363,107899,31,1432,경기도 시흥시 비둘기공원로 25,1597,2993
대야도서관,경기도,시흥시,공공도서관,248,84422,26,3664,경기도 시흥시 은행로173번길 14,4146,1529
목감도서관,경기도,시흥시,공공도서관,403,67024,16,103,경기도 시흥시 솔고개길 33,1073,2983
능곡도서관,경기도,시흥시,공공도서관,330,96393,24,1744,경기도 시흥시 능곡중앙로 85,10719,3560
꿈지락작은도서관,서울특별시,은평구,작은도서관,50,7000,0,0,서울특별시 은평구 진관1로 77-8 401동,,
평창군립대관령도서관,강원특별자치도,평창군,공공도서관,79,15614,33,31,강원특별자치도 평창군 대관령면 대관령로 83-2,774,
꿈여울도서관,강원특별자치도,평창군,작은도서관,25,5572,8,0,강원특별자치도 평창군 미탄면 새터길 24,99,
HAPPY700 용평도서관,강원특별자치도,평창군,작은도서관,40,8158,9,0,강원특별자치도 평창군 용평면 경강로 1698,242,
방림계촌도서관,강원특별자치도,평창군,작은도서관,50,6514,8,0,강원특별자치도 평창군 방림면 계촌길 101,382,
철마도서관,전라남도,진도군,공공도서관,141,59923,23,9196,전라남도 진도군 진도읍 철마길 25,1500,620.53
영광 군립도서관,전라남도,영광군,공공도서관,203,92956,25,8289,전라남도 영광군 영광읍 중앙로 228-16,6692,1789.57
백령도서관,인천광역시,옹진군,공공도서관,38,29065,10,52,인천광역시 옹진군 백령면 백령로 260,923.4,352.16
대청도서관,인천광역시,옹진군,공공도서관,51,18526,10,10,인천광역시 옹진군 대청면 대청로244번길 116-22,999.42,381.6
영흥도서관,인천광역시,옹진군,공공도서관,92,37021,10,416,인천광역시 옹진군 영흥면 영흥로251번길 90,985.74,496.63
연평도서관,인천광역시,옹진군,공공도서관,59,7164,10,10,인천광역시 옹진군 연평면 연평로 184,1417.06,358.45
덕적작은도서관,인천광역시,옹진군,작은도서관,25,1987,10,10,인천광역시 옹진군 덕적면 덕적남로 7 (2층),2471,800.53
울주도서관,울산광역시,울주군,공공도서관,566,264380,337,12716,울산광역시 울주군 언양읍 언양로 109,9865,4441.76
울산남부도서관,울산광역시,남구,공공도서관,946,295272,261,15281,울산광역시 남구 거마로 13번길 6,3259,4479
울산동부도서관,울산광역시,동구,공공도서관,654,265567,357,39708,울산광역시 동구 봉수로 505,14076,3375
은평구립도서관,서울특별시,은평구,공공도서관,1039,230986,383,15371,서울특별시 은평구 통일로 79가길 13-84,8013,5060
증산정보도서관,서울특별시,은평구,공공도서관,530,71131,180,6066,서울특별시 은평구 증산로5길 6,1142,2110
응암정보도서관,서울특별시,은평구,공공도서관,250,23760,98,15093,서울특별시 은평구 가좌로 7길 15,877,999
꿈이있는 문고,전라남도,무안군,작은도서관,18,2800,0,0,전라남도 무안군 무안읍 성남1길 106번지 (꿈이있는교회),50,50
경남아너스빌 작은도서관,전라남도,무안군,작은도서관,44,2519,0,0,전라남도 무안군 삼향읍 남악5로22번길 60 (남악경남아너스빌),88.2,88.2
남악아이파크작은도서관,전라남도,무안군,작은도서관,15,5000,0,0,전라남도 무안군 삼향읍 남악2로 74번길 14 (현대아이파크주민복지관),33.99,33.99
아낌없이주는나무 작은도서관,전라남도,무안군,작은도서관,40,12400,25,220,"전라남도 무안군 삼향읍 남악2로74번길 42, (회룡마을 주공아파트)",130.72,130.72
근화베아채 작은도서관,전라남도,무안군,작은도서관,20,6500,0,0,전라남도 무안군 삼향읍 남악4로 82번길 31 (근화베아채),73,73
남악주공2단지 작은도서관,전라남도,무안군,작은도서관,35,3850,0,0,전라남도 무안군 삼향읍 남악2로 74번길 13 (남악오룡주공 주민복지관),68.97,68.97
용인중앙도서관,경기도,용인시,공공도서관,546,287663,111,10079,경기도 용인시 처인구 명지로 27,8643,4461
포곡도서관,경기도,용인시,공공도서관,303,182487,87,3729,경기도 용인시 처인구 포곡읍 포곡로278번길 8,2747,2733
샛별도서관,경상남도,합천군,작은도서관,25,9950,4,3,경상남도 합천군 덕곡면 율지2길8,99.17,82.64
꿈꾸는 도서관,경상남도,합천군,작은도서관,25,3500,0,3,경상남도 합천군 가회면 황매산로 34-11,82.64,66.12
행복한 아이터,경상남도,합천군,작은도서관,40,2860,0,200,경상남도 합천군 가야면 매안대전길 28,264.46,148.76
삼가장터3.1광장도서관,경상남도,합천군,작은도서관,26,3400,1,0,경상남도 합천군 삼가면 양천강변길59,232,41.04
가야아동센터작은도서관,경상남도,합천군,작은도서관,30,1600,3,0,경상남도 합천군 가야면 가야시장로 97-1,231.4,99.17
합천유치원작은도서관,경상남도,합천군,작은도서관,6,2000,0,0,경상남도 합천군 합천읍 인덕로 2519,,99.17
육아종합지원센터작은도서관,경상남도,합천군,작은도서관,27,1897,0,0,경상남도 합천군 합천읍 동서로 109,,115.7
가야작은도서관,경상남도,합천군,작은도서관,18,7446,0,0,경상남도 합천군 가야면 황산3길 8-15,,122.31
야로작은도서관,경상남도,합천군,작은도서관,18,7866,0,12,경상남도 합천군 야로면 가야산로 341,,185.12
테크노원힐데스하임작은도서관,대구광역시,달성군,작은도서관,20,2105,0,0,대구광역시 달성군 유가읍 테크노북로 9길 42,,143.9675
메가시티 작은도서관,대구광역시,달성군,작은도서관,24,1840,0,0,대구광역시 달성군 다사읍 궁산2길 12,,63.91
충청남도서천교육지원청서천도서관,충청남도,서천군,공공도서관,30,77340,42,1775,충청남도 서천군 서천읍 서천로14번길 10,2812,866.25
경상북도교육청 울진도서관,경상북도,울진군,공공도서관,350,96693,127,3682,경상북도 울진군 울진읍 월변7길 17,2263,1628.83
경상북도교육청의성도서관,경상북도,의성군,공공도서관,550,97571,180,5153,경상북도 의성군 의성읍 중리길 44,6716,2966
경상북도교육청청도도서관,경상북도,청도군,공공도서관,260,94045,176,3253,경상북도 청도군 청도읍 청화로 124,3724,2813.59
양구읍 작은도서관,강원특별자치도,양구군,작은도서관,35,1984,0,0,강원특별자치도 양구군 양구읍 관공서로 18,720,68.64
국토정중앙면 작은도서관,강원특별자치도,양구군,작은도서관,10,1716,0,0,강원특별자치도 양구군 국토정중앙면 삼팔선로 7,301,34.5
동면 작은도서관,강원특별자치도,양구군,작은도서관,20,1733,0,0,강원특별자치도 양구군 동면 금강산로 1693,3683,42.9
방산면 작은도서관,강원특별자치도,양구군,작은도서관,8,2000,0,0,강원특별자치도 양구군 방산면 장거리길 35-10,551,40.5
해안면 작은도서관,강원특별자치도,양구군,작은도서관,6,2536,0,0,강원특별자치도 양구군 해안면 펀치볼로 1307,2049,36
다독다독 작은도서관,강원특별자치도,양구군,작은도서관,30,4390,0,0,강원특별자치도 양구군 양구읍 박수근로285번길 49,6707.35,127
송청2리 작은도서관,강원특별자치도,양구군,작은도서관,6,1979,0,0,강원특별자치도 양구군 양구읍 중심로 28,,41.2
무안군립도서관,전라남도,무안군,공공도서관,150,34989,10,1731,전라남도 무안군 무안읍 면성1길 130,1300,1300
구세군 작은도서관,전라남도,무안군,작은도서관,19,1000,0,0,전라남도 무안군 삼향읍 덕영길 15-8 (구세군지산교회),44.26,44.26
운남 에덴문고,전라남도,무안군,작은도서관,20,5000,0,0,전라남도 무안군 운남면 운해로 577-13 (운남중앙교회),66.11,66.11
내유작은도서관,경기도,고양시,작은도서관,0,9444,10,0,경기도 고양시 덕양구 유산길 96(내유동),145,145
높빛도서관,경기도,고양시,공공도서관,0,54534,88,292,경기도 고양시 덕양구 푸른마을로 34-8(고양동),1239,2875
대덕작은도서관,경기도,고양시,작은도서관,0,12287,10,150,경기도 고양시 덕양구 덕은로 34(덕은동),118,118
대화도서관,경기도,고양시,공공도서관,190,147822,155,1744,경기도 고양시 일산서구 일산로 689(대화동),3944,788
덕이도서관,경기도,고양시,공공도서관,168,90711,76,1734,경기도 고양시 일산서구 하이파크로 128(덕이동),45821.6,2956.88
마두도서관,경기도,고양시,공공도서관,0,161509,89,3788,경기도 고양시 일산동구 일산로 355(마두동),36029.3,3756.7
마상공원작은도서관,경기도,고양시,작은도서관,0,7037,9,0,경기도 고양시 덕양구 원당로69번길 46(주교동),48,48
모당공원작은도서관,경기도,고양시,작은도서관,0,8166,8,0,경기도 고양시 일산동구 중산로 73-2(중산동),174,174
완도군립도서관,전라남도,완도군,공공도서관,296,120061,35,30442,전라남도 완도군 완도읍 주도길 3-1,,
장기면 양포 작은도서관,경상북도,포항시,공공도서관,15,3179,0,0,경상북도 포항시 남구 장기면 양포항길 28 (양포 1리 마을회관),50,50
그림책마을 작은도서관,경상북도,포항시,공공도서관,30,5611,0,0,"경상북도 포항시 북구 중앙로 298번길 2, 1층",91,91
환여동 해맞이꿈터 작은도서관,경상북도,포항시,공공도서관,30,8922,0,0,경상북도 포항시 북구 삼호로 391 (해맞이그린빌 관리사무소 1층),102,102
기계면 버드내 작은도서관,경상북도,포항시,공공도서관,40,8814,0,0,경상북도 포항시 북구 기계면 기계로 94 (기계면 복지회관 3층),168,168
두호동 책이랑바다랑 작은도서관,경상북도,포항시,공공도서관,10,5032,0,0,경상북도 포항시 북구 삼호로 260,40,40
환호동 환호어린이 작은도서관,경상북도,포항시,공공도서관,30,8838,0,0,경상북도 포항시 북구 환호공원길 30 (환호공원관리사무소 1층),227,227
청림동 찬내 작은도서관,경상북도,포항시,공공도서관,30,5917,0,0,경상북도 포항시 남구 정몽주로879번길 9-1 (청림동 새마을금고 2층),201,201
죽도동 맑은물 작은도서관,경상북도,포항시,공공도서관,40,5120,0,121,경상북도 포항시 북구 죽도로40번길 6 (죽도빗물펌프장 1층),63,63
구룡포 미르아라 작은도서관,경상북도,포항시,공공도서관,40,7230,0,0,경상북도 포항시 남구 구룡포읍 구룡포길65번길 7 (구룡포읍민복지회관 3층),164,164
청하면 해아 작은도서관,경상북도,포항시,공공도서관,30,5953,0,0,경상북도 포항시 북구 청하면 청하로 247 (면민복지회관 1층),88,88
장량동 다솜 작은도서관,경상북도,포항시,공공도서관,40,8135,0,0,경상북도 포항시 북구 장량 중앙로 17 (장량휴먼시아 주민복지시설 2층),143,143
오산시 중앙도서관,경기도,오산시,공공도서관,442,246331,36,2678,경기도 오산시 운암로 85(오산동),2970.1,6459.08
오산시 꿈두레도서관,경기도,오산시,공공도서관,362,134641,36,1107,경기도 오산시 세마역로 20(세교동),8342.9,5317.14
오산시 양산도서관,경기도,오산시,공공도서관,232,58289,25,974,경기도 오산시 양산로 410번길 34(양산동),1113,2184.77
오산시 청학도서관,경기도,오산시,공공도서관,92,47367,18,566,경기도 오산시 청학로 65(청학동),4005,1715.46
오산시 초평도서관,경기도,오산시,공공도서관,220,52712,22,871,경기도 오산시 발안로 1353-11(누읍동),17574,1290.71
오산시 소리울도서관,경기도,오산시,공공도서관,100,36122,24,231,경기도 오산시 경기대로 102-25(원동),4624,2999.68
오산시 햇살마루도서관,경기도,오산시,공공도서관,72,49028,20,0,경기도 오산시 오산로 132번길 28-6(원동),1508.6,999.02
